,iFoodAtHome,iFoodAway,iHousing,iUtilites,iClothingAndBeauty,iTransportation,iHealthcare,iEntertainment,iMiscellaneous,iCharitableAndFamilyGiving,iInsurance,iEducation,iHousingPrinciple,ExpInc
0,0.13925296566795356,0.06637001945564285,0.2772915310425508,0.10522155011219841,0.024541500793888213,0.12590124312724404,0.14557883321073037,0.05192786046570321,0.0343064371380831,0.053518977231479095,0.0038061353937559337,0.0020368669957028344,0.029753920634932415,1.0
1,0.1385547185149946,0.06556014613260602,0.2653085117873212,0.11929092211785096,0.02670894101681053,0.13942455545560906,0.140226784216953,0.051365726445763815,0.018510212545274806,0.04680464781497785,0.008787826570179352,0.0020022739433954643,0.022545266561736575,1.0
2,0.12547229924724415,0.06745545361745103,0.24233443672199198,0.10162245735074815,0.025627549399863652,0.15733852745355512,0.16628496712521648,0.05473034159209213,0.01636348300390812,0.056061256025790956,0.005947497777865621,0.0026943988294856704,0.02193294652095738,1.0
3,0.11538659436597912,0.06530169606547483,0.25692548093971734,0.09379280550061259,0.028050741510054066,0.1721759784395864,0.15452950859111467,0.05445218925437367,0.01744784073699976,0.06296426947364908,0.00898420098948355,0.003811732050487488,0.03382303791753253,0.8862923562215854
4,0.11044317559396699,0.06591917126270945,0.2694188117839002,0.08498682235325823,0.030507541271961532,0.1720248628970198,0.14242209914221254,0.053624898698968845,0.016571048870633355,0.07234056214897308,0.00869617668261864,0.0014026970153043605,0.028357867721526993,0.7371272006381933
5,0.10392747547765714,0.05860016909629179,0.2822014971106794,0.0851656576769179,0.02684182596950823,0.2267870092302582,0.13588813085840898,0.046345628729102854,0.018662135242014516,0.047955458712264296,0.006679598239415316,0.0045410172925835655,0.04359577699607389,0.6799422316014405
6,0.09550791425738758,0.06270879299239607,0.25125856513828426,0.07673777688542957,0.028961323788789975,0.21494860733837526,0.11595227923724746,0.06681624897687312,0.017182816011560145,0.08665432197372443,0.007993469574386545,0.010082004031687807,0.03480455986675352,0.6387997564050174
7,0.09228934397351587,0.05550356689456553,0.3156468042349478,0.08049556135386228,0.028962341535419257,0.23686038403865659,0.10843921036956518,0.05209464387544382,0.011956901778867914,0.060919122980481195,0.010357665497423185,0.005605148682445103,0.05913069521519362,0.5246219369443179
8,0.08500550922310349,0.05921412086854613,0.3328932471317154,0.07346540862908262,0.041375405888796055,0.16573509282425797,0.097635207974717,0.06613224899329018,0.035281161378160786,0.0734217033616766,0.012898671528400166,0.0071073303620492675,0.05016499581092315,0.46262726626457906
9,0.07770397862452932,0.0684174677963526,0.29564737011087255,0.0470425552084452,0.04095458350305491,0.21533994424282493,0.0705941295589328,0.07126281064031295,0.05071165063769469,0.06121250289313995,0.008281934504653381,0.0195616523239478,0.026730659773040694,0.3811178377998637
